time_period,time_identifier,geographic_level,country_code,country_name,academic_year,YAG,qualification_level,country_of_domicile_grouped,subject_name,grads,grads_uk,earnings_include,earnings_LQ,earnings_median,earnings_UQ,earnings_LQ_RTE,earnings_median_RTE,earnings_UQ_RTE
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,Health and social care,4245,4220,3055,24800,30700,37200,22700,28100,34100
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,History and archaeology,3080,3020,1670,16400,21900,28400,15000,20100,26000
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,Languages and area studies,1030,980,550,17200,23400,28800,15700,21400,26400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,Law,9805,9680,7080,20400,27400,42700,18700,25100,39100
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,MBA,2620,2525,1860,36500,61300,93100,33400,56100,85200
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,Materials and technology,625,605,345,19700,28500,42000,18000,26100,38400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,Mathematical sciences,860,845,485,25200,32800,42000,23100,30100,38400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,"Media, journalism and communications",2625,2570,1805,16800,22300,27700,15400,20400,25400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,Medical sciences,1530,1510,995,26600,35800,44500,24400,32800,40800
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,Medicine and dentistry,3890,3815,2515,30300,41600,60600,27700,38100,55500
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,Nursing and midwifery,6050,5995,4195,27700,35000,44200,25400,32100,40400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,PGCE,18075,17805,15080,22600,24100,26300,20700,22100,24100
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,Performing arts,2200,2160,1395,10600,17200,24100,9700,15700,22100
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,"Pharmacology, toxicology and pharmacy",1780,1760,1135,28500,40500,46400,26100,37100,42400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,Philosophy and religious studies,1050,1020,485,16400,23400,31200,15000,21400,28500
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,Physics and astronomy,415,410,190,27400,32800,42000,25100,30100,38400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,Politics,2750,2665,1680,21500,28100,41200,19700,25700,37800
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,Psychology,7130,7010,4370,19000,24100,32100,17400,22100,29400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,"Sociology, social policy and anthropology",4005,3900,2510,19700,26300,34700,18000,24100,31700
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,Sport and exercise sciences,1365,1330,920,16800,22200,27400,15400,20400,25100
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 7,UK,Veterinary sciences,350,345,235,21900,37600,50700,20100,34400,46500
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,"Agriculture, food and related studies",55,55,45,27700,30700,36900,25400,28100,33800
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,Allied health,305,290,225,29600,37100,48200,27100,34000,44100
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,"Architecture, building and planning",100,100,65,28500,35000,55100,26100,32100,50500
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,Biosciences,840,810,625,28800,32100,39100,26400,29400,35800
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,Business and management,355,345,235,26600,40200,47400,24400,36800,43400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,Celtic studies,5,5,5,17500,26500,38700,16000,24200,35400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,Chemistry,485,450,340,29600,32800,37600,27100,30100,34400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,Combined and general studies,25,20,20,9500,28800,35900,8700,26400,32800
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,Computing,310,295,215,31400,39100,57500,28700,35800,52700
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,Creative arts and design,180,175,125,14200,27800,37600,13000,25500,34400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,Economics,70,65,45,31400,37200,54600,28700,34100,50000
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,Education and teaching,475,465,330,28100,41600,50700,25700,38100,46500
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,Engineering,855,805,600,31000,36900,45300,28400,33800,41400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,English studies,385,380,260,13400,23700,31400,12300,21700,28700
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,"General, applied and forensic sciences",55,50,35,19300,31000,36900,17700,28400,33800
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,"Geography, earth and environmental studies",420,390,275,26300,31400,37600,24100,28700,34400
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,Health and social care,55,55,45,17200,38300,45600,15700,35100,41800
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,History and archaeology,505,480,340,15300,25600,33900,14000,23400,31100
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,Languages and area studies,170,160,105,20800,29900,38000,19000,27400,34800
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,Law,165,165,100,31000,36100,46000,28400,33100,42100
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,Materials and technology,180,175,135,29900,33900,39400,27400,31100,36100
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,Mathematical sciences,290,270,205,29200,35000,45600,26700,32100,41800
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,"Media, journalism and communications",95,95,70,23200,32100,42700,21200,29400,39100
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,Medical sciences,270,260,195,31800,37200,61300,29100,34100,56100
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,Medicine and dentistry,1235,1195,910,33900,46000,75600,31100,42100,69200
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,Nursing and midwifery,105,105,75,27000,39400,46700,24700,36100,42800
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,Performing arts,195,180,130,12500,25400,33900,11400,23200,31000
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,"Pharmacology, toxicology and pharmacy",110,105,75,27700,34300,40200,25400,31400,36800
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,Philosophy and religious studies,265,255,165,17500,27400,36900,16000,25100,33800
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,Physics and astronomy,515,475,330,30300,34500,42700,27700,31600,39100
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,Politics,135,125,80,25200,33200,38300,23100,30400,35100
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,Psychology,1130,1110,895,28100,37200,42700,25700,34100,39100
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,"Sociology, social policy and anthropology",425,415,295,25600,33200,42300,23400,30400,38800
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,Sport and exercise sciences,175,165,120,28800,34700,40700,26400,31700,37300
202021,Tax year,National,K02000001,United Kingdom,2018/2019,1 YAG,Level 8,UK,Veterinary sciences,35,35,25,31800,34300,44900,29100,31400,41100
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,"Agriculture, food and related studies",2000,1955,1470,17900,27000,38000,15400,23300,32700
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,Allied health,8625,8440,6145,20100,31400,40900,17300,27100,35200
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,"Architecture, building and planning",7210,6995,5455,30700,43400,61700,26400,37400,53200
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,Biosciences,7645,7395,5580,25500,35400,48500,22000,30500,41900
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,Business and management,30280,29415,22105,24100,36900,55800,20800,31800,48100
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,Celtic studies,30,25,20,25600,36500,42300,22000,31500,36500
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,Chemistry,2455,2345,1845,30300,40500,55100,26100,34900,47500
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,Combined and general studies,5260,5095,3135,15300,28100,41200,13200,24200,35600
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,Computing,9625,9355,7235,27400,40500,59900,23600,34900,51600
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,Creative arts and design,20975,20340,14765,16400,26300,38000,14200,22700,32700
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,Economics,4580,4360,3380,40200,62800,95600,34600,54100,82400
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,Education and teaching,14110,13865,10785,17200,26300,35800,14800,22700,30800
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,Engineering,10725,10310,8040,34700,46700,61300,29900,40300,52900
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,English studies,11615,11275,8315,21500,31800,42000,18600,27400,36200
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,"General, applied and forensic sciences",1670,1630,1285,22600,32100,43400,19500,27700,37400
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,"Geography, earth and environmental studies",6955,6665,5280,26600,37200,51800,23000,32100,44700
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,Health and social care,7025,6950,5305,19000,29200,38700,16400,25200,33400
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,History and archaeology,10370,10070,7610,24500,35400,51500,21100,30500,44400
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,Languages and area studies,5615,5235,3665,24100,36100,53300,20800,31200,45900
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,Law,11580,11345,8575,24800,37600,57300,21400,32400,49400
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,Materials and technology,1945,1880,1415,22600,34300,48200,19500,29600,41500
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,Mathematical sciences,4880,4705,3685,34000,47800,74500,29400,41200,64200
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,"Media, journalism and communications",8440,8215,6375,21500,30300,41200,18500,26100,35600
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,Medical sciences,2685,2630,1985,29900,41200,54400,25800,35600,46900
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,Medicine and dentistry,7110,6880,4840,40900,59100,75600,35200,51000,65100
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,Nursing and midwifery,10145,9980,7380,24100,34700,42700,20800,29900,36800
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,Performing arts,10585,10275,7545,17500,26600,36500,15100,23000,31500
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,"Pharmacology, toxicology and pharmacy",2640,2595,1880,25900,41200,50700,22300,35600,43700
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,Philosophy and religious studies,3185,3060,2095,23400,35000,51500,20100,30200,44400
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,Physics and astronomy,2155,2035,1575,35000,46700,67500,30200,40300,58200
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,Politics,4340,4145,2975,28800,41200,60600,24900,35600,52200
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,Psychology,10770,10550,7720,20800,30700,41200,17900,26400,35600
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,"Sociology, social policy and anthropology",9130,8925,6650,20400,29900,40200,17600,25800,34600
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,Sport and exercise sciences,7355,7130,5670,24100,33200,42300,20800,28600,36500
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,First-degree,UK,Veterinary sciences,720,690,520,24200,37600,51100,20800,32400,44100
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,Level 7,UK,"Agriculture, food and related studies",445,425,285,19300,29600,42000,16700,25500,36200
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,Level 7,UK,Allied health,5020,4890,3440,22300,35400,47400,19200,30500,40900
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,Level 7,UK,"Architecture, building and planning",4010,3850,2845,28100,42700,61300,24200,36800,52900
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,Level 7,UK,Biosciences,1320,1255,890,25600,36500,48500,22000,31500,41900
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,Level 7,UK,Business and management,13665,13110,9010,30300,47800,73000,26100,41200,62900
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,Level 7,UK,Celtic studies,15,15,10,14800,21900,41200,12800,18900,35600
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,Level 7,UK,Chemistry,235,220,150,31400,43400,54400,27100,37400,46900
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,Level 7,UK,Combined and general studies,735,725,485,19700,31000,42700,17000,26700,36800
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,Level 7,UK,Computing,2410,2295,1505,32500,50700,74800,28000,43700,64500
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,Level 7,UK,Creative arts and design,2670,2560,1545,12700,26300,40900,11000,22700,35200
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,Level 7,UK,Economics,795,755,495,39100,58400,101800,33700,50400,87800
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,Level 7,UK,Education and teaching,12335,11975,8115,23000,38000,48500,19800,32700,41900
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,Level 7,UK,Engineering,3230,3080,2070,32800,48900,67500,28300,42200,58200
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,Level 7,UK,English studies,2350,2260,1425,17500,29900,41200,15100,25800,35600
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,Level 7,UK,"General, applied and forensic sciences",445,425,285,24100,33900,44500,20800,29300,38400
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,Level 7,UK,"Geography, earth and environmental studies",1875,1755,1255,28100,39100,54000,24200,33700,46600
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,Level 7,UK,Health and social care,2985,2925,2130,21900,34700,44500,18900,29900,38400
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,Level 7,UK,History and archaeology,2480,2405,1615,22300,33600,47800,19200,29000,41200
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,Level 7,UK,Languages and area studies,1290,1175,685,19700,31800,47400,17000,27400,40900
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,Level 7,UK,Law,4350,4215,2895,29200,45000,73000,25200,38800,62900
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,Level 7,UK,MBA,3165,2930,1925,36500,67500,112800,31500,58200,97200
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,Level 7,UK,Materials and technology,740,690,465,25600,44200,63900,22100,38100,55100
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,Level 7,UK,Mathematical sciences,670,640,435,36900,52600,91200,31800,45300,78700
202122,Tax year,National,K02000001,United Kingdom,2010/2011,10 YAG,Level 7,UK,"Media, journalism and communications",2515,2430,1700,22300,33200,45600,19200,28600,39300
